No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,snow,rain,pm_state
55,2010,1,3,6,91.0,-10,-8.0,1024.0,SE,80.9,si,no,Episodio de Polución
56,2010,1,3,7,86.0,-10,-9.0,1024.0,SE,84.92,si,no,Episodio de Polución
57,2010,1,3,8,82.0,-10,-9.0,1024.0,SE,89.84,si,no,Episodio de Polución
58,2010,1,3,9,86.0,-11,-9.0,1023.0,SE,93.86,si,no,Episodio de Polución
59,2010,1,3,10,78.0,-11,-9.0,1023.0,SE,97.88,si,no,Episodio de Polución
60,2010,1,3,11,98.0,-11,-9.0,1022.0,SE,102.8,si,no,Episodio de Polución
61,2010,1,3,12,107.0,-11,-9.0,1021.0,SE,105.93,si,no,Episodio de Polución
62,2010,1,3,13,90.0,-11,-9.0,1020.0,SE,111.74,si,no,Episodio de Polución
63,2010,1,3,14,96.0,-11,-9.0,1020.0,SE,116.66,si,no,Episodio de Polución
64,2010,1,3,15,95.0,-11,-9.0,1020.0,SE,121.58,si,no,Episodio de Polución
65,2010,1,3,16,86.0,-11,-9.0,1020.0,SE,124.71,si,no,Episodio de Polución
66,2010,1,3,17,70.0,-11,-9.0,1020.0,SE,127.84,si,no,Episodio de Polución
67,2010,1,3,18,61.0,-11,-9.0,1021.0,cv,0.89,si,no,Episodio de Polución
68,2010,1,3,19,53.0,-11,-9.0,1022.0,cv,1.78,si,no,Episodio de Polución
69,2010,1,3,20,71.0,-10,-9.0,1022.0,NW,4.02,si,no,Episodio de Polución
70,2010,1,3,21,72.0,-11,-10.0,1023.0,NW,7.15,si,no,Episodio de Polución
71,2010,1,3,22,76.0,-11,-9.0,1023.0,NW,11.17,no,no,Episodio de Polución
72,2010,1,3,23,73.0,-12,-11.0,1023.0,NW,14.3,no,no,Episodio de Polución
73,2010,1,4,0,79.0,-14,-12.0,1023.0,NW,16.09,no,no,Episodio de Polución
74,2010,1,4,1,58.0,-16,-9.0,1023.0,NW,21.9,no,no,Episodio de Polución
75,2010,1,4,2,25.0,-17,-10.0,1024.0,NW,29.95,no,no,Baja Polución
76,2010,1,4,3,26.0,-18,-11.0,1024.0,NW,39.78,no,no,Baja Polución
77,2010,1,4,4,28.0,-19,-11.0,1025.0,NW,48.72,no,no,Baja Polución
78,2010,1,4,5,26.0,-20,-12.0,1026.0,NW,55.87,no,no,Baja Polución
79,2010,1,4,6,20.0,-21,-12.0,1027.0,NW,64.81,no,no,Baja Polución
80,2010,1,4,7,29.0,-21,-13.0,1027.0,NW,73.75,no,no,Baja Polución
81,2010,1,4,8,26.0,-22,-13.0,1028.0,NW,80.9,no,no,Baja Polución
82,2010,1,4,9,27.0,-22,-13.0,1029.0,NW,90.73,no,no,Baja Polución
83,2010,1,4,10,27.0,-22,-12.0,1030.0,NW,100.56,no,no,Baja Polución
84,2010,1,4,11,25.0,-23,-12.0,1031.0,NW,108.61,no,no,Baja Polución
85,2010,1,4,12,29.0,-21,-11.0,1030.0,NW,117.55,no,no,Baja Polución
86,2010,1,4,13,32.0,-20,-10.0,1030.0,NW,127.38,no,no,Baja Polución
87,2010,1,4,14,28.0,-21,-10.0,1030.0,NW,136.32,no,no,Baja Polución
88,2010,1,4,15,29.0,-21,-9.0,1030.0,NW,145.26,no,no,Baja Polución
89,2010,1,4,16,30.0,-21,-9.0,1031.0,NW,152.41,no,no,Baja Polución
90,2010,1,4,17,30.0,-20,-11.0,1032.0,NW,159.56,no,no,Baja Polución
91,2010,1,4,18,28.0,-23,-11.0,1032.0,NW,165.37,no,no,Baja Polución
92,2010,1,4,19,26.0,-21,-12.0,1033.0,NW,171.18,no,no,Baja Polución
93,2010,1,4,20,31.0,-24,-12.0,1034.0,NW,180.12,no,no,Baja Polución
94,2010,1,4,21,33.0,-24,-13.0,1034.0,NW,187.27,no,no,Baja Polución
95,2010,1,4,22,29.0,-24,-13.0,1035.0,NW,195.32,no,no,Baja Polución
96,2010,1,4,23,31.0,-26,-15.0,1035.0,NW,198.45,no,no,Baja Polución
97,2010,1,5,0,30.0,-26,-17.0,1035.0,NW,201.58,no,no,Baja Polución
98,2010,1,5,1,34.0,-26,-18.0,1035.0,NW,205.6,no,no,Baja Polución
99,2010,1,5,2,27.0,-26,-19.0,1035.0,NW,208.73,no,no,Baja Polución
100,2010,1,5,3,25.0,-27,-18.0,1035.0,NW,213.65,no,no,Baja Polución
101,2010,1,5,4,28.0,-27,-19.0,1035.0,NW,218.57,no,no,Baja Polución
102,2010,1,5,5,28.0,-27,-16.0,1034.0,NE,4.92,no,no,Baja Polución
103,2010,1,5,6,27.0,-26,-16.0,1035.0,NE,8.05,no,no,Baja Polución
104,2010,1,5,7,27.0,-27,-16.0,1034.0,NE,13.86,no,no,Baja Polución
105,2010,1,5,8,27.0,-26,-16.0,1035.0,NE,18.78,no,no,Baja Polución
106,2010,1,5,9,29.0,-26,-15.0,1035.0,NE,24.59,no,no,Baja Polución
107,2010,1,5,10,36.0,-25,-14.0,1035.0,NE,29.51,no,no,Episodio de Polución
108,2010,1,5,11,30.0,-25,-13.0,1035.0,NE,34.43,no,no,Baja Polución
109,2010,1,5,12,27.0,-25,-12.0,1034.0,NE,39.35,no,no,Baja Polución
110,2010,1,5,13,39.0,-24,-11.0,1032.0,NE,41.14,no,no,Episodio de Polución
111,2010,1,5,14,41.0,-22,-11.0,1032.0,cv,0.89,no,no,Episodio de Polución
112,2010,1,5,15,33.0,-23,-11.0,1031.0,NW,1.79,no,no,Baja Polución
113,2010,1,5,16,50.0,-24,-11.0,1031.0,NW,3.58,no,no,Episodio de Polución
114,2010,1,5,17,56.0,-23,-11.0,1031.0,NW,5.37,no,no,Episodio de Polución
115,2010,1,5,18,59.0,-23,-11.0,1032.0,NW,7.16,no,no,Episodio de Polución
116,2010,1,5,19,60.0,-22,-13.0,1033.0,NW,10.29,no,no,Episodio de Polución
117,2010,1,5,20,84.0,-22,-12.0,1033.0,NW,13.42,no,no,Episodio de Polución
118,2010,1,5,21,106.0,-24,-18.0,1033.0,NW,16.55,no,no,Episodio de Polución
119,2010,1,5,22,66.0,-22,-13.0,1034.0,NW,20.57,no,no,Episodio de Polución
120,2010,1,5,23,50.0,-22,-16.0,1033.0,NW,23.7,no,no,Episodio de Polución
121,2010,1,6,0,56.0,-25,-17.0,1033.0,NW,26.83,no,no,Episodio de Polución
122,2010,1,6,1,77.0,-25,-14.0,1033.0,NE,4.02,no,no,Episodio de Polución
123,2010,1,6,2,50.0,-26,-14.0,1034.0,NE,8.04,no,no,Episodio de Polución
124,2010,1,6,3,44.0,-26,-14.0,1033.0,NE,13.85,no,no,Episodio de Polución
125,2010,1,6,4,27.0,-26,-14.0,1033.0,NE,17.87,no,no,Baja Polución
126,2010,1,6,5,28.0,-26,-14.0,1033.0,NE,23.68,no,no,Baja Polución
127,2010,1,6,6,21.0,-26,-14.0,1033.0,NE,28.6,no,no,Baja Polución
128,2010,1,6,7,25.0,-26,-15.0,1034.0,NE,33.52,no,no,Baja Polución
129,2010,1,6,8,20.0,-26,-14.0,1034.0,NE,39.33,no,no,Baja Polución
130,2010,1,6,9,29.0,-25,-13.0,1035.0,NE,44.25,no,no,Baja Polución
131,2010,1,6,10,34.0,-25,-12.0,1035.0,NE,50.06,no,no,Baja Polución
132,2010,1,6,11,42.0,-24,-11.0,1035.0,NE,54.98,no,no,Episodio de Polución
133,2010,1,6,12,28.0,-24,-10.0,1034.0,NE,59.0,no,no,Baja Polución
134,2010,1,6,13,36.0,-22,-10.0,1033.0,NW,4.02,no,no,Episodio de Polución
135,2010,1,6,14,48.0,-22,-9.0,1033.0,NW,5.81,no,no,Episodio de Polución
136,2010,1,6,15,49.0,-22,-8.0,1033.0,cv,0.89,no,no,Episodio de Polución
137,2010,1,6,16,52.0,-22,-8.0,1033.0,NW,1.79,no,no,Episodio de Polución
138,2010,1,6,17,56.0,-21,-9.0,1033.0,NW,3.58,no,no,Episodio de Polución
139,2010,1,6,18,96.0,-22,-9.0,1033.0,NW,5.37,no,no,Episodio de Polución
140,2010,1,6,19,75.0,-22,-14.0,1034.0,cv,0.89,no,no,Episodio de Polución
141,2010,1,6,20,105.0,-22,-12.0,1035.0,NW,1.79,no,no,Episodio de Polución
142,2010,1,6,21,132.0,-21,-14.0,1034.0,NW,3.58,no,no,Episodio de Polución
143,2010,1,6,22,93.0,-22,-16.0,1035.0,NW,5.37,no,no,Episodio de Polución
144,2010,1,6,23,131.0,-21,-16.0,1035.0,NW,7.16,no,no,Episodio de Polución
145,2010,1,7,0,127.0,-21,-16.0,1035.0,NW,8.95,no,no,Episodio de Polución
146,2010,1,7,1,130.0,-21,-16.0,1035.0,cv,0.45,no,no,Episodio de Polución
147,2010,1,7,2,43.0,-22,-18.0,1036.0,cv,1.34,no,no,Episodio de Polución
148,2010,1,7,3,37.0,-23,-15.0,1036.0,NW,4.02,no,no,Episodio de Polución
149,2010,1,7,4,30.0,-24,-16.0,1035.0,NW,7.15,no,no,Baja Polución
150,2010,1,7,5,28.0,-25,-15.0,1035.0,NW,10.28,no,no,Baja Polución
151,2010,1,7,6,24.0,-24,-15.0,1035.0,NW,14.3,no,no,Baja Polución
152,2010,1,7,7,23.0,-25,-13.0,1036.0,NE,4.92,no,no,Baja Polución
153,2010,1,7,8,24.0,-24,-14.0,1036.0,NW,4.02,no,no,Baja Polución
154,2010,1,7,9,27.0,-23,-12.0,1036.0,NW,8.94,no,no,Baja Polución
155,2010,1,7,10,40.0,-22,-11.0,1036.0,NW,12.96,no,no,Episodio de Polución
156,2010,1,7,11,42.0,-20,-10.0,1036.0,NW,16.09,no,no,Episodio de Polución
157,2010,1,7,12,42.0,-21,-9.0,1035.0,NW,19.22,no,no,Episodio de Polución
158,2010,1,7,13,55.0,-21,-8.0,1034.0,NW,21.01,no,no,Episodio de Polución
159,2010,1,7,14,52.0,-20,-7.0,1033.0,NW,22.8,no,no,Episodio de Polución
160,2010,1,7,15,51.0,-20,-7.0,1032.0,NW,24.59,no,no,Episodio de Polución
161,2010,1,7,16,57.0,-18,-8.0,1032.0,NW,26.38,no,no,Episodio de Polución
162,2010,1,7,17,50.0,-19,-9.0,1032.0,NW,28.17,no,no,Episodio de Polución
163,2010,1,7,18,54.0,-19,-11.0,1032.0,NE,0.89,no,no,Episodio de Polución
164,2010,1,7,19,67.0,-18,-11.0,1033.0,NW,1.79,no,no,Episodio de Polución
165,2010,1,7,20,106.0,-19,-15.0,1032.0,NE,1.79,no,no,Episodio de Polución
166,2010,1,7,21,159.0,-19,-14.0,1032.0,cv,0.45,no,no,Alta Polución
167,2010,1,7,22,198.0,-21,-14.0,1032.0,cv,1.34,no,no,Alta Polución
168,2010,1,7,23,190.0,-21,-16.0,1032.0,cv,2.23,no,no,Alta Polución
169,2010,1,8,0,210.0,-21,-17.0,1031.0,NW,1.79,no,no,Alta Polución
170,2010,1,8,1,195.0,-19,-16.0,1031.0,NW,3.58,no,no,Alta Polución
171,2010,1,8,2,275.0,-20,-16.0,1031.0,NE,0.89,no,no,Alta Polución
172,2010,1,8,3,164.0,-19,-15.0,1030.0,SE,0.89,no,no,Alta Polución
173,2010,1,8,4,110.0,-18,-15.0,1030.0,cv,0.45,no,no,Episodio de Polución
174,2010,1,8,5,100.0,-18,-15.0,1029.0,cv,1.34,no,no,Episodio de Polución
175,2010,1,8,6,81.0,-18,-15.0,1029.0,NW,1.79,no,no,Episodio de Polución
176,2010,1,8,7,71.0,-16,-13.0,1029.0,NE,0.89,no,no,Episodio de Polución
177,2010,1,8,8,66.0,-16,-12.0,1029.0,SE,0.89,no,no,Episodio de Polución
178,2010,1,8,9,92.0,-16,-12.0,1030.0,SE,1.78,no,no,Episodio de Polución
179,2010,1,8,10,135.0,-17,-10.0,1030.0,NE,0.89,no,no,Episodio de Polución
180,2010,1,8,11,155.0,-16,-10.0,1029.0,cv,0.89,no,no,Alta Polución
181,2010,1,8,12,198.0,-16,-9.0,1028.0,SE,3.13,no,no,Alta Polución
182,2010,1,8,13,250.0,-15,-8.0,1026.0,SE,4.92,no,no,Alta Polución
183,2010,1,8,14,200.0,-16,-8.0,1026.0,cv,0.89,no,no,Alta Polución
184,2010,1,8,15,231.0,-16,-8.0,1025.0,cv,1.78,no,no,Alta Polución
185,2010,1,8,16,250.0,-16,-8.0,1025.0,cv,2.67,no,no,Alta Polución
186,2010,1,8,17,212.0,-17,-8.0,1025.0,SE,0.89,no,no,Alta Polución
187,2010,1,8,18,219.0,-17,-9.0,1026.0,cv,0.45,no,no,Alta Polución
188,2010,1,8,19,227.0,-17,-11.0,1026.0,cv,1.34,no,no,Alta Polución
189,2010,1,8,20,226.0,-17,-12.0,1026.0,cv,1.79,no,no,Alta Polución
190,2010,1,8,21,225.0,-18,-14.0,1027.0,NW,1.79,no,no,Alta Polución
191,2010,1,8,22,168.0,-16,-9.0,1027.0,NW,4.92,no,no,Alta Polución
192,2010,1,8,23,169.0,-16,-11.0,1027.0,NW,6.71,no,no,Alta Polución
193,2010,1,9,0,165.0,-17,-13.0,1027.0,cv,0.89,no,no,Alta Polución
194,2010,1,9,1,159.0,-17,-13.0,1027.0,NW,3.13,no,no,Alta Polución
195,2010,1,9,2,167.0,-17,-14.0,1027.0,NW,4.92,no,no,Alta Polución
196,2010,1,9,3,196.0,-17,-15.0,1027.0,NW,8.05,no,no,Alta Polución
197,2010,1,9,4,169.0,-17,-13.0,1027.0,NW,9.84,no,no,Alta Polución
198,2010,1,9,5,155.0,-19,-16.0,1027.0,NW,13.86,no,no,Alta Polución
199,2010,1,9,6,119.0,-18,-15.0,1027.0,NW,17.88,no,no,Episodio de Polución
200,2010,1,9,7,106.0,-19,-15.0,1027.0,NW,21.9,no,no,Episodio de Polución
201,2010,1,9,8,93.0,-18,-14.0,1028.0,NW,25.92,no,no,Episodio de Polución
202,2010,1,9,9,84.0,-18,-9.0,1029.0,NE,5.81,no,no,Episodio de Polución
203,2010,1,9,10,73.0,-17,-7.0,1029.0,NE,11.62,no,no,Episodio de Polución
204,2010,1,9,11,66.0,-17,-6.0,1030.0,NE,17.43,no,no,Episodio de Polución
205,2010,1,9,12,40.0,-16,-6.0,1029.0,NE,23.24,no,no,Episodio de Polución
206,2010,1,9,13,49.0,-16,-5.0,1029.0,NE,28.16,no,no,Episodio de Polución
207,2010,1,9,14,50.0,-15,-4.0,1029.0,NE,33.08,no,no,Episodio de Polución
208,2010,1,9,15,49.0,-14,-4.0,1028.0,NE,37.1,no,no,Episodio de Polución
209,2010,1,9,16,41.0,-15,-4.0,1029.0,NE,38.89,no,no,Episodio de Polución
210,2010,1,9,17,37.0,-15,-4.0,1030.0,NW,1.79,no,no,Episodio de Polución
211,2010,1,9,18,45.0,-15,-7.0,1030.0,NE,3.13,no,no,Episodio de Polución
212,2010,1,9,19,44.0,-15,-6.0,1031.0,NW,3.13,no,no,Episodio de Polución
213,2010,1,9,20,54.0,-15,-7.0,1032.0,NW,4.92,no,no,Episodio de Polución
214,2010,1,9,21,50.0,-15,-6.0,1032.0,NE,3.13,no,no,Episodio de Polución
215,2010,1,9,22,47.0,-15,-8.0,1033.0,cv,0.45,no,no,Episodio de Polución
216,2010,1,9,23,66.0,-15,-8.0,1033.0,cv,0.9,no,no,Episodio de Polución
217,2010,1,10,0,75.0,-15,-11.0,1033.0,NW,0.89,no,no,Episodio de Polución
218,2010,1,10,1,82.0,-17,-13.0,1033.0,NW,1.78,no,no,Episodio de Polución
219,2010,1,10,2,66.0,-17,-12.0,1033.0,NW,4.91,no,no,Episodio de Polución
220,2010,1,10,3,83.0,-17,-13.0,1033.0,NW,8.04,no,no,Episodio de Polución
221,2010,1,10,4,62.0,-19,-14.0,1032.0,NW,9.83,no,no,Episodio de Polución
222,2010,1,10,5,40.0,-18,-13.0,1032.0,NW,12.96,no,no,Episodio de Polución
223,2010,1,10,6,23.0,-19,-13.0,1032.0,NW,16.09,no,no,Baja Polución
224,2010,1,10,7,25.0,-19,-14.0,1033.0,NW,19.22,no,no,Baja Polución
225,2010,1,10,8,27.0,-19,-14.0,1034.0,NW,22.35,no,no,Baja Polución
226,2010,1,10,9,35.0,-17,-12.0,1033.0,NW,24.14,no,no,Baja Polución
227,2010,1,10,10,50.0,-16,-7.0,1033.0,NE,4.02,no,no,Episodio de Polución
228,2010,1,10,11,70.0,-15,-7.0,1033.0,NW,3.13,no,no,Episodio de Polución
229,2010,1,10,12,75.0,-15,-7.0,1032.0,NW,6.26,no,no,Episodio de Polución
230,2010,1,10,13,58.0,-14,-6.0,1031.0,NW,9.39,no,no,Episodio de Polución
231,2010,1,10,14,70.0,-14,-6.0,1031.0,NW,12.52,no,no,Episodio de Polución
232,2010,1,10,15,68.0,-13,-5.0,1030.0,NW,14.31,no,no,Episodio de Polución
233,2010,1,10,16,71.0,-14,-5.0,1031.0,NW,16.1,no,no,Episodio de Polución
234,2010,1,10,17,88.0,-14,-6.0,1031.0,NW,19.23,no,no,Episodio de Polución
235,2010,1,10,18,84.0,-13,-7.0,1032.0,NW,23.25,no,no,Episodio de Polución
236,2010,1,10,19,83.0,-15,-6.0,1032.0,NW,27.27,no,no,Episodio de Polución
237,2010,1,10,20,66.0,-15,-6.0,1033.0,NW,30.4,no,no,Episodio de Polución
238,2010,1,10,21,27.0,-15,-4.0,1034.0,NW,35.32,no,no,Baja Polución
239,2010,1,10,22,24.0,-16,-4.0,1034.0,NW,44.26,no,no,Baja Polución
240,2010,1,10,23,22.0,-17,-5.0,1035.0,NW,52.31,no,no,Baja Polución
241,2010,1,11,0,23.0,-17,-6.0,1035.0,NW,60.36,no,no,Baja Polución
242,2010,1,11,1,27.0,-17,-8.0,1035.0,cv,0.89,no,no,Baja Polución
243,2010,1,11,2,23.0,-19,-11.0,1036.0,NW,4.02,no,no,Baja Polución
244,2010,1,11,3,17.0,-20,-11.0,1036.0,NW,8.94,no,no,Baja Polución
245,2010,1,11,4,17.0,-21,-11.0,1035.0,NE,4.02,no,no,Baja Polución
246,2010,1,11,5,16.0,-22,-12.0,1035.0,NW,3.13,no,no,Baja Polución
247,2010,1,11,6,16.0,-22,-12.0,1035.0,NE,4.92,no,no,Baja Polución
248,2010,1,11,7,20.0,-22,-13.0,1036.0,NW,5.81,no,no,Baja Polución
249,2010,1,11,8,20.0,-22,-9.0,1036.0,NW,13.86,no,no,Baja Polución
250,2010,1,11,9,18.0,-22,-10.0,1036.0,NW,21.91,no,no,Baja Polución
251,2010,1,11,10,25.0,-22,-9.0,1036.0,NW,29.06,no,no,Baja Polución
252,2010,1,11,11,26.0,-21,-9.0,1036.0,NW,33.08,no,no,Baja Polución
253,2010,1,11,12,27.0,-20,-6.0,1035.0,NW,42.02,no,no,Baja Polución
254,2010,1,11,13,28.0,-19,-5.0,1034.0,NW,50.96,no,no,Baja Polución
255,2010,1,11,14,15.0,-19,-5.0,1033.0,NW,59.01,no,no,Baja Polución
256,2010,1,11,15,24.0,-20,-5.0,1033.0,NW,66.16,no,no,Baja Polución
257,2010,1,11,16,13.0,-20,-5.0,1032.0,NW,71.97,no,no,Baja Polución
258,2010,1,11,17,13.0,-20,-5.0,1033.0,NW,76.89,no,no,Baja Polución
259,2010,1,11,18,13.0,-20,-7.0,1033.0,NW,81.81,no,no,Baja Polución
260,2010,1,11,19,17.0,-22,-7.0,1033.0,NW,85.83,no,no,Baja Polución
261,2010,1,11,20,20.0,-22,-8.0,1033.0,NW,89.85,no,no,Baja Polución
262,2010,1,11,21,27.0,-23,-10.0,1033.0,NW,91.64,no,no,Baja Polución
263,2010,1,11,22,20.0,-23,-13.0,1033.0,NW,93.43,no,no,Baja Polución
264,2010,1,11,23,15.0,-22,-12.0,1032.0,cv,0.89,no,no,Baja Polución
265,2010,1,12,0,21.0,-22,-15.0,1031.0,cv,1.78,no,no,Baja Polución
266,2010,1,12,1,21.0,-22,-14.0,1031.0,NE,1.79,no,no,Baja Polución
267,2010,1,12,2,37.0,-22,-14.0,1031.0,NW,0.89,no,no,Episodio de Polución
268,2010,1,12,3,26.0,-24,-18.0,1030.0,NE,1.79,no,no,Baja Polución
269,2010,1,12,4,15.0,-24,-13.0,1030.0,NE,3.58,no,no,Baja Polución
270,2010,1,12,5,9.0,-25,-14.0,1030.0,NW,3.13,no,no,Baja Polución
271,2010,1,12,6,11.0,-24,-14.0,1030.0,NW,7.15,no,no,Baja Polución
272,2010,1,12,7,11.0,-25,-12.0,1030.0,NW,12.96,no,no,Baja Polución
273,2010,1,12,8,16.0,-26,-14.0,1030.0,NW,16.98,no,no,Baja Polución
274,2010,1,12,9,13.0,-25,-12.0,1031.0,NW,21.0,no,no,Baja Polución
275,2010,1,12,10,15.0,-25,-11.0,1031.0,NW,26.81,no,no,Baja Polución
276,2010,1,12,11,21.0,-24,-11.0,1030.0,NW,35.75,no,no,Baja Polución
277,2010,1,12,12,24.0,-23,-11.0,1029.0,NW,47.82,no,no,Baja Polución
278,2010,1,12,13,22.0,-22,-11.0,1029.0,NW,63.02,no,no,Baja Polución
279,2010,1,12,14,22.0,-23,-11.0,1029.0,NW,75.98,no,no,Baja Polución
280,2010,1,12,15,22.0,-22,-11.0,1029.0,NW,88.05,no,no,Baja Polución
281,2010,1,12,16,19.0,-23,-11.0,1030.0,NW,101.01,no,no,Baja Polución
282,2010,1,12,17,23.0,-24,-11.0,1030.0,NW,109.06,no,no,Baja Polución
283,2010,1,12,18,25.0,-24,-11.0,1032.0,NW,118.0,no,no,Baja Polución
284,2010,1,12,19,25.0,-23,-11.0,1032.0,NW,126.05,no,no,Baja Polución
285,2010,1,12,20,31.0,-23,-12.0,1032.0,NW,134.1,no,no,Baja Polución
286,2010,1,12,21,25.0,-24,-12.0,1033.0,NW,142.15,no,no,Baja Polución
287,2010,1,12,22,22.0,-23,-12.0,1033.0,NW,150.2,no,no,Baja Polución
288,2010,1,12,23,22.0,-23,-12.0,1034.0,NW,160.03,no,no,Baja Polución
289,2010,1,13,0,15.0,-24,-12.0,1034.0,NW,169.86,no,no,Baja Polución
290,2010,1,13,1,16.0,-24,-12.0,1033.0,NW,178.8,no,no,Baja Polución
291,2010,1,13,2,11.0,-25,-12.0,1033.0,NW,189.98,no,no,Baja Polución
292,2010,1,13,3,11.0,-24,-13.0,1033.0,NW,198.03,no,no,Baja Polución
293,2010,1,13,4,12.0,-25,-12.0,1032.0,NW,205.18,no,no,Baja Polución
294,2010,1,13,5,11.0,-25,-12.0,1033.0,NW,215.01,no,no,Baja Polución
295,2010,1,13,6,12.0,-25,-12.0,1032.0,NW,226.19,no,no,Baja Polución
296,2010,1,13,7,27.0,-25,-12.0,1032.0,NW,235.13,no,no,Baja Polución
297,2010,1,13,8,28.0,-25,-12.0,1032.0,NW,243.18,no,no,Baja Polución
298,2010,1,13,9,34.0,-23,-11.0,1033.0,NW,252.12,no,no,Baja Polución
299,2010,1,13,10,33.0,-23,-10.0,1033.0,NW,257.93,no,no,Baja Polución
300,2010,1,13,11,36.0,-22,-9.0,1033.0,NW,263.74,no,no,Episodio de Polución
301,2010,1,13,12,26.0,-21,-8.0,1031.0,NW,270.89,no,no,Baja Polución
